carat,depth,x,y,z,color_E,color_F,color_G,color_H,color_I,color_J
0.96,59.8,6.42,6.39,3.83,0,0,0,0,1,0
0.42,61.2,4.85,4.86,2.97,0,0,1,0,0,0
0.59,61.5,5.45,5.41,3.34,0,1,0,0,0,0
0.54,61.9,5.25,5.22,3.24,0,0,0,1,0,0
1.04,60.3,6.61,6.58,3.98,0,0,0,1,0,0
0.3,61.8,4.33,4.31,2.67,0,0,1,0,0,0
1.14,62.6,6.72,6.63,4.18,0,0,0,1,0,0
0.41,60.5,4.81,4.85,2.92,0,0,1,0,0,0
0.52,61.7,5.13,5.18,3.18,1,0,0,0,0,0
0.33,60.3,4.49,4.47,2.7,1,0,0,0,0,0
0.27,60.2,4.2,4.24,2.54,1,0,0,0,0,0
0.74,62.9,5.81,5.78,3.64,0,0,1,0,0,0
0.56,62.5,5.28,5.25,3.29,0,0,1,0,0,0
0.53,61.4,5.21,5.25,3.21,0,0,0,0,0,0
0.7,64.1,5.58,5.53,3.56,0,1,0,0,0,0
1.18,61.4,6.84,6.78,4.18,0,0,0,1,0,0
1.23,63.2,6.74,6.82,4.29,0,0,0,0,0,1
0.34,62.0,4.51,4.49,2.79,1,0,0,0,0,0
0.43,60.7,4.88,4.91,2.97,0,1,0,0,0,0
0.5,61.0,5.1,5.13,3.12,0,0,0,1,0,0
0.51,59.3,5.18,5.25,3.09,1,0,0,0,0,0
0.54,60.5,5.27,5.29,3.2,0,1,0,0,0,0
0.41,62.4,4.7,4.73,2.94,0,0,0,0,1,0
0.79,61.6,5.94,6.0,3.68,0,0,0,0,1,0
0.29,62.8,4.23,4.3,2.68,0,0,0,0,0,0
0.51,63.8,5.09,5.07,3.24,0,0,0,0,0,0
0.34,61.7,4.52,4.49,2.78,0,0,0,0,0,0
0.33,62.0,4.44,4.47,2.76,0,0,0,0,0,0
0.35,61.3,4.57,4.6,2.81,0,1,0,0,0,0
1.04,61.6,6.5,6.53,4.02,0,1,0,0,0,0
0.9,61.9,6.14,6.17,3.81,0,0,0,0,0,0
1.01,63.3,6.41,6.33,4.03,0,1,0,0,0,0
0.37,61.6,4.66,4.62,2.86,0,0,0,0,1,0
0.99,73.6,6.01,5.8,4.35,0,0,0,0,0,1
0.35,63.2,4.51,4.48,2.84,0,0,0,1,0,0
0.74,63.1,5.78,5.75,3.64,0,0,0,1,0,0
0.5,61.9,5.09,5.06,3.14,0,0,0,0,0,0
2.0,61.0,8.02,8.18,4.94,0,0,0,1,0,0
2.09,61.2,8.26,8.21,5.04,0,1,0,0,0,0
0.74,59.2,5.96,5.9,3.51,0,1,0,0,0,0
0.4,62.8,4.66,4.73,2.95,0,1,0,0,0,0
0.3,62.5,4.3,4.31,2.69,0,1,0,0,0,0
1.02,61.3,6.52,6.47,3.98,0,0,0,0,0,0
0.27,59.6,4.26,4.23,2.53,0,0,0,0,0,0
0.4,59.2,4.88,4.81,2.87,0,0,1,0,0,0
0.74,60.9,5.84,5.75,3.53,0,0,0,1,0,0
0.5,61.8,5.11,5.05,3.14,1,0,0,0,0,0
1.05,59.5,6.69,6.61,3.96,0,0,0,1,0,0
1.09,60.1,6.68,6.72,4.03,1,0,0,0,0,0
0.31,60.5,4.41,4.38,2.66,1,0,0,0,0,0
0.54,61.0,5.28,5.24,3.21,0,0,0,1,0,0
1.05,60.8,6.58,6.65,4.02,0,0,1,0,0,0
0.7,61.0,5.75,5.72,3.5,0,1,0,0,0,0
0.4,62.0,4.68,4.71,2.91,0,0,0,0,0,0
1.07,62.0,6.51,6.55,4.05,0,1,0,0,0,0
0.56,60.3,5.37,5.41,3.25,0,0,1,0,0,0
0.89,60.5,6.22,6.17,3.75,0,0,0,1,0,0
0.31,63.5,4.31,4.29,2.73,0,0,0,0,0,0
0.73,62.3,5.72,5.78,3.58,0,0,1,0,0,0
2.01,61.6,8.17,8.13,5.02,0,1,0,0,0,0
0.38,62.3,4.65,4.67,2.9,0,0,1,0,0,0
0.81,62.0,5.97,5.99,3.71,1,0,0,0,0,0
1.16,62.7,6.69,6.73,4.21,1,0,0,0,0,0
0.7,63.2,5.6,5.67,3.56,1,0,0,0,0,0
1.17,60.5,6.79,6.86,4.13,0,0,0,0,0,0
1.0,62.9,6.3,6.35,3.98,1,0,0,0,0,0
1.01,59.6,6.54,6.49,3.88,0,0,0,0,0,1
0.72,58.0,5.93,6.01,3.46,0,1,0,0,0,0
0.51,63.6,5.06,5.03,3.21,0,0,1,0,0,0
1.01,61.8,6.34,6.44,3.95,0,1,0,0,0,0
1.15,61.5,6.76,6.71,4.14,0,0,1,0,0,0
1.02,62.1,6.39,6.36,3.96,0,0,1,0,0,0
0.56,60.8,5.31,5.34,3.24,0,0,0,0,1,0
1.0,61.3,6.39,6.35,3.9,0,1,0,0,0,0
0.71,62.3,5.68,5.72,3.55,0,0,0,0,0,0
0.75,59.9,6.0,5.96,3.58,1,0,0,0,0,0
1.35,61.6,7.15,7.1,4.39,0,0,0,0,1,0
0.9,57.4,6.26,6.29,3.6,0,0,0,0,0,0
1.21,62.3,6.82,6.77,4.23,0,0,0,0,1,0
2.06,62.0,8.1,8.06,5.01,0,0,0,1,0,0
0.5,62.2,5.06,5.14,3.17,0,0,0,1,0,0
1.53,62.4,7.31,7.37,4.58,0,0,0,0,1,0
0.93,62.5,6.21,6.24,3.89,1,0,0,0,0,0
0.3,61.7,4.32,4.34,2.67,0,1,0,0,0,0
0.3,62.3,4.33,4.3,2.69,0,1,0,0,0,0
0.58,60.1,5.44,5.4,3.26,0,0,1,0,0,0
0.9,62.4,6.04,6.13,3.8,0,0,0,0,0,0
0.54,60.3,5.4,5.24,3.21,0,0,1,0,0,0
0.31,62.3,4.35,4.29,2.69,0,0,0,0,1,0
0.4,62.9,4.71,4.67,2.95,0,0,0,0,0,0
0.31,61.7,4.38,4.34,2.69,0,0,0,0,0,0
0.7,61.7,5.71,5.74,3.53,0,0,0,0,0,0
1.01,61.5,6.48,6.43,3.97,0,0,1,0,0,0
1.8,62.2,7.79,7.71,4.82,0,0,0,1,0,0
1.51,65.3,7.16,7.09,4.65,1,0,0,0,0,0
0.52,61.3,5.17,5.2,3.18,0,0,1,0,0,0
1.52,61.3,7.39,7.44,4.54,0,0,0,1,0,0
0.71,62.7,5.71,5.64,3.56,1,0,0,0,0,0
1.13,59.4,6.74,6.8,4.02,0,0,0,1,0,0
0.41,62.1,4.73,4.77,2.95,1,0,0,0,0,0
1.03,59.7,6.6,6.64,3.95,0,0,0,1,0,0
0.4,63.7,4.64,4.68,2.97,0,0,0,0,1,0
0.51,62.2,5.13,5.06,3.17,0,0,0,0,0,0
0.44,62.8,4.88,4.91,3.07,0,1,0,0,0,0
0.69,60.8,5.77,5.74,3.5,0,0,0,1,0,0
0.54,60.5,5.28,5.26,3.19,1,0,0,0,0,0
0.96,66.8,6.15,6.04,4.07,0,0,1,0,0,0
0.32,61.0,4.41,4.45,2.7,1,0,0,0,0,0
0.83,62.2,6.01,6.03,3.74,0,1,0,0,0,0
1.51,60.6,7.45,7.41,4.5,0,0,1,0,0,0
0.7,64.5,5.65,5.58,3.62,0,1,0,0,0,0
0.73,61.7,5.8,5.84,3.59,0,0,1,0,0,0
0.31,61.2,4.42,4.4,2.7,0,1,0,0,0,0
0.32,61.7,4.4,4.38,2.71,0,0,0,0,0,0
0.4,62.2,4.77,4.75,2.96,0,0,0,0,0,0
2.02,64.5,7.94,7.82,5.08,0,0,0,0,1,0
0.32,61.4,4.44,4.45,2.73,1,0,0,0,0,0
1.0,61.6,6.44,6.35,3.94,0,1,0,0,0,0
2.48,63.0,8.62,8.58,5.42,0,0,0,0,1,0
1.01,62.3,6.35,6.4,3.97,0,0,0,1,0,0
0.51,59.7,5.2,5.26,3.12,0,0,1,0,0,0
0.42,60.5,4.84,4.88,2.94,0,0,0,0,1,0
1.5,64.1,7.15,7.11,4.57,0,1,0,0,0,0
1.02,62.8,6.4,6.44,4.03,0,1,0,0,0,0
2.02,59.2,8.29,8.25,4.89,0,0,0,0,1,0
0.74,61.7,5.76,5.9,3.6,1,0,0,0,0,0
0.33,62.1,4.46,4.43,2.76,0,0,1,0,0,0
2.01,63.5,8.04,7.97,5.08,0,0,0,1,0,0
0.9,64.2,6.02,6.1,3.89,0,1,0,0,0,0
1.25,61.2,6.84,6.95,4.22,0,0,0,1,0,0
0.8,60.7,5.98,6.02,3.64,0,0,0,0,1,0
0.39,60.5,4.75,4.77,2.88,1,0,0,0,0,0
1.2,61.0,6.86,6.88,4.19,0,0,1,0,0,0
0.73,61.9,5.8,5.77,3.58,0,0,0,0,0,0
0.3,61.5,4.33,4.31,2.66,0,1,0,0,0,0
1.28,62.6,6.87,6.89,4.32,0,0,0,0,1,0
1.38,62.6,7.05,7.16,4.45,0,0,0,0,0,1
1.07,62.4,6.55,6.52,4.08,1,0,0,0,0,0
0.7,56.2,5.93,5.88,3.32,0,0,1,0,0,0
1.16,59.9,6.85,6.88,4.11,0,0,1,0,0,0
0.53,60.9,5.24,5.17,3.17,0,0,0,0,0,0
0.51,59.6,5.21,5.22,3.11,0,0,1,0,0,0
0.7,61.2,5.67,5.74,3.49,0,1,0,0,0,0
2.32,59.0,8.69,8.64,5.11,0,0,0,0,0,1
0.31,61.6,4.36,4.41,2.7,0,0,0,0,1,0
0.3,61.2,4.32,4.34,2.65,1,0,0,0,0,0
0.3,61.3,4.32,4.29,2.64,0,0,0,1,0,0
1.01,63.4,6.32,6.27,3.99,0,0,0,1,0,0
1.04,62.7,6.42,6.46,4.04,0,0,0,1,0,0
0.59,63.9,5.3,5.25,3.37,0,0,0,0,1,0
0.9,62.1,6.25,6.19,3.86,1,0,0,0,0,0
1.75,62.1,7.74,7.69,4.79,0,0,0,0,0,1
1.01,62.0,6.37,6.44,3.97,0,0,0,0,0,0
0.42,59.8,4.85,4.89,2.91,0,1,0,0,0,0
1.06,60.2,6.62,6.66,4.0,0,0,0,0,1,0
0.52,61.0,5.18,5.24,3.18,0,0,1,0,0,0
0.31,60.7,4.33,4.37,2.64,0,0,0,0,1,0
0.46,62.0,4.97,4.99,3.09,1,0,0,0,0,0
0.41,61.1,4.8,4.82,2.94,1,0,0,0,0,0
0.9,63.1,6.12,6.02,3.83,1,0,0,0,0,0
0.91,62.5,6.08,6.01,3.78,0,0,0,0,0,0
0.73,61.3,5.79,5.82,3.56,0,0,0,0,0,0
2.0,58.6,8.28,8.16,4.82,0,0,0,0,1,0
0.31,62.0,4.36,4.38,2.71,1,0,0,0,0,0
1.0,61.5,6.39,6.43,3.94,0,0,0,0,1,0
0.3,60.8,4.27,4.31,2.61,1,0,0,0,0,0
0.38,61.7,4.71,4.63,2.88,1,0,0,0,0,0
0.77,62.4,5.83,5.86,3.65,1,0,0,0,0,0
0.53,62.5,5.15,5.19,3.23,0,0,0,1,0,0
1.5,61.3,7.39,7.25,4.49,1,0,0,0,0,0
1.11,62.3,6.7,6.65,4.16,0,0,0,1,0,0
0.82,61.7,6.12,6.0,3.74,0,1,0,0,0,0
0.9,62.7,6.12,6.07,3.82,0,0,0,1,0,0
0.53,61.6,5.18,5.21,3.2,1,0,0,0,0,0
0.7,63.7,5.63,5.58,3.57,1,0,0,0,0,0
2.27,63.0,8.36,8.39,5.28,0,0,0,0,1,0
0.3,61.5,4.37,4.31,2.67,1,0,0,0,0,0
1.33,62.7,7.01,6.96,4.38,0,0,1,0,0,0
0.32,61.0,4.42,4.46,2.71,0,0,0,0,0,0
0.53,63.0,5.24,5.19,3.29,0,1,0,0,0,0
0.74,60.8,5.85,5.89,3.57,0,0,0,0,1,0
0.32,61.5,4.4,4.42,2.71,0,1,0,0,0,0
1.06,62.2,6.47,6.53,4.04,0,1,0,0,0,0
0.46,60.7,4.98,5.03,3.04,0,0,1,0,0,0
0.31,58.8,4.42,4.39,2.59,0,0,1,0,0,0
0.3,62.8,4.25,4.29,2.68,0,0,0,0,0,0
2.03,59.9,8.17,8.27,4.92,0,0,0,0,1,0
0.76,62.8,5.78,5.74,3.62,0,0,0,0,1,0
0.7,58.7,5.86,5.83,3.43,0,0,1,0,0,0
1.0,60.8,6.39,6.44,3.9,0,0,0,0,0,1
0.27,59.7,4.24,4.27,2.54,1,0,0,0,0,0
1.15,63.2,6.64,6.68,4.21,0,0,0,1,0,0
0.33,60.8,4.46,4.49,2.72,1,0,0,0,0,0
0.74,61.3,5.8,5.84,3.57,1,0,0,0,0,0
1.05,61.8,6.54,6.57,4.05,0,0,0,1,0,0
0.76,59.6,5.91,5.86,3.51,0,0,0,1,0,0
0.7,61.9,5.6,5.67,3.49,1,0,0,0,0,0
1.49,66.9,6.93,6.89,4.62,0,0,0,1,0,0
0.9,62.9,6.1,6.14,3.85,0,0,0,0,1,0
0.39,61.6,4.67,4.71,2.89,0,0,0,0,0,1
0.35,61.7,4.56,4.52,2.8,0,0,0,0,1,0
1.0,62.2,6.39,6.44,3.99,0,1,0,0,0,0
0.54,61.8,5.26,5.22,3.24,0,0,0,0,0,0
0.93,62.8,6.26,6.2,3.91,1,0,0,0,0,0
1.02,63.3,6.35,6.39,4.03,0,1,0,0,0,0
1.06,60.9,6.55,6.52,3.98,0,0,0,0,0,0
0.34,61.0,4.48,4.51,2.74,1,0,0,0,0,0
0.52,62.4,5.14,5.18,3.22,0,0,0,0,0,0
0.32,62.2,4.35,4.37,2.71,0,0,0,0,1,0
0.31,59.5,4.41,4.43,2.63,0,0,1,0,0,0
1.17,62.2,6.76,6.72,4.19,0,1,0,0,0,0
0.23,63.5,3.86,3.89,2.46,0,0,0,0,0,0
0.71,59.7,5.82,5.77,3.46,0,1,0,0,0,0
0.3,60.8,4.36,4.33,2.64,1,0,0,0,0,0
0.59,62.6,5.34,5.4,3.36,0,0,0,0,0,0
2.29,61.4,8.49,8.45,5.2,0,0,0,0,0,1
1.01,62.3,6.37,6.41,3.98,0,1,0,0,0,0
1.11,61.5,6.56,6.61,4.05,0,0,0,1,0,0
1.0,61.4,6.49,6.44,3.97,0,0,0,1,0,0
0.33,61.3,4.47,4.5,2.75,0,1,0,0,0,0
1.86,62.6,7.77,7.82,4.88,0,0,0,1,0,0
0.38,61.5,4.66,4.7,2.88,0,0,0,0,1,0
1.01,62.9,6.29,6.31,3.96,0,1,0,0,0,0
0.61,62.2,5.51,5.49,3.42,1,0,0,0,0,0
0.99,63.3,6.36,6.43,4.05,0,1,0,0,0,0
0.7,58.6,5.89,5.78,3.42,0,0,0,0,0,0
0.5,59.3,5.19,5.24,3.09,1,0,0,0,0,0
1.01,59.7,6.49,6.55,3.89,0,0,0,0,1,0
0.3,63.5,4.28,4.25,2.71,0,0,1,0,0,0
1.0,64.9,6.25,6.32,4.08,0,1,0,0,0,0
0.9,65.5,6.06,6.03,3.96,1,0,0,0,0,0
0.34,62.1,4.5,4.45,2.78,0,0,0,0,0,0
1.0,61.9,6.22,6.18,3.84,0,0,1,0,0,0
0.59,61.9,5.38,5.42,3.34,0,0,1,0,0,0
1.04,60.1,6.56,6.59,3.95,0,0,1,0,0,0
0.96,59.4,6.47,6.42,3.83,0,0,0,1,0,0
0.3,64.0,4.28,4.25,2.73,0,0,0,0,0,1
1.74,60.1,7.82,7.71,4.67,0,0,0,0,1,0
1.51,63.1,7.26,7.28,4.59,0,0,0,1,0,0
0.58,62.6,5.37,5.27,3.33,0,1,0,0,0,0
0.6,63.7,5.24,5.21,3.33,0,1,0,0,0,0
1.0,63.5,6.34,6.29,4.01,0,0,0,0,0,1
0.41,62.6,4.75,4.77,2.98,0,1,0,0,0,0
0.31,61.7,4.4,4.38,2.71,0,0,0,0,1,0
0.56,60.8,5.35,5.31,3.24,0,0,0,0,0,0
1.03,61.7,6.47,6.5,4.0,0,0,0,0,0,0
0.9,63.0,6.13,6.18,3.88,0,0,0,1,0,0
2.14,58.2,8.5,8.45,4.93,0,1,0,0,0,0
0.52,62.4,5.12,5.13,3.2,0,1,0,0,0,0
1.11,60.4,6.73,6.66,4.04,0,1,0,0,0,0
0.55,62.1,5.25,5.27,3.26,0,1,0,0,0,0
1.19,61.1,6.83,6.78,4.16,0,0,0,1,0,0
0.33,62.3,4.43,4.4,2.75,0,1,0,0,0,0
0.82,59.9,6.02,6.04,3.61,0,0,1,0,0,0
0.31,62.1,4.32,4.35,2.69,0,1,0,0,0,0
0.34,60.0,4.59,4.55,2.74,0,1,0,0,0,0
0.43,61.9,4.86,4.84,3.0,0,0,1,0,0,0
1.02,61.6,6.49,6.43,3.98,0,0,0,1,0,0
1.0,58.1,6.54,6.48,3.78,0,0,0,0,0,0
1.7,63.5,7.53,7.64,4.82,0,0,1,0,0,0
1.5,65.9,7.11,7.04,4.66,0,0,0,1,0,0
0.23,62.8,3.93,3.95,2.47,0,0,1,0,0,0
1.0,62.2,6.45,6.34,3.98,0,0,0,0,0,0
1.01,61.7,6.44,6.37,3.95,0,0,1,0,0,0
1.01,60.1,6.6,6.55,3.95,0,0,1,0,0,0
0.3,62.3,4.29,4.25,2.66,0,0,1,0,0,0
0.44,59.6,4.95,4.93,2.96,0,0,0,1,0,0
0.62,61.6,5.48,5.51,3.38,0,0,1,0,0,0
0.41,60.6,4.81,4.86,2.93,0,1,0,0,0,0
0.47,62.7,4.99,4.97,3.12,0,0,1,0,0,0
0.32,62.6,4.39,4.37,2.74,0,0,0,0,0,0
0.5,60.7,5.14,5.1,3.11,0,0,1,0,0,0
1.06,62.8,6.52,6.56,4.11,0,0,0,1,0,0
0.82,61.5,6.0,6.04,3.7,0,0,0,1,0,0
0.71,62.6,5.7,5.73,3.58,0,1,0,0,0,0
0.31,62.5,4.3,4.34,2.7,0,0,0,0,0,0
0.31,60.1,4.42,4.53,2.69,1,0,0,0,0,0
1.01,63.8,6.38,6.34,4.06,0,0,0,0,0,0
0.38,62.2,4.63,4.6,2.87,0,1,0,0,0,0
0.3,62.0,4.3,4.34,2.68,0,0,0,1,0,0
1.12,62.0,6.68,6.61,4.12,0,0,0,1,0,0
0.95,62.6,6.26,6.21,3.9,0,0,1,0,0,0
1.4,61.6,7.22,7.17,4.43,0,0,0,0,1,0
0.23,63.0,3.94,3.9,2.47,0,0,0,0,1,0
0.71,63.3,5.66,5.69,3.59,0,0,1,0,0,0
0.32,62.6,4.38,4.4,2.75,0,0,0,1,0,0
1.22,62.1,6.87,6.81,4.25,0,0,0,1,0,0
1.09,63.1,6.51,6.46,4.09,1,0,0,0,0,0
0.42,62.7,4.74,4.79,2.99,0,0,1,0,0,0
0.32,61.1,4.39,4.42,2.69,0,0,0,0,0,0
0.58,62.1,5.36,5.33,3.32,1,0,0,0,0,0
0.9,59.5,6.2,6.23,3.7,0,0,0,0,0,0
0.41,62.9,4.7,4.74,2.97,0,1,0,0,0,0
0.72,60.2,5.79,5.84,3.5,0,1,0,0,0,0
1.04,63.9,6.35,6.42,4.08,0,0,0,1,0,0
1.26,61.4,6.92,6.95,4.26,0,0,0,0,0,1
0.29,61.3,4.26,4.29,2.62,0,0,1,0,0,0
0.3,60.7,4.34,4.36,2.64,0,0,1,0,0,0
1.23,61.8,6.89,6.86,4.25,0,0,1,0,0,0
0.34,60.2,4.5,4.54,2.72,0,0,0,0,0,0
1.0,63.3,6.33,6.37,4.02,0,0,0,0,0,0
0.9,65.3,5.98,5.93,3.89,0,0,0,0,1,0
1.27,59.8,7.08,7.01,4.22,0,0,0,1,0,0
1.32,63.5,6.98,6.95,4.42,0,0,0,0,0,1
1.04,59.2,6.68,6.66,3.95,0,1,0,0,0,0
0.72,57.6,5.89,5.95,3.41,0,0,0,0,0,1
0.33,60.4,4.41,4.46,2.68,0,0,0,0,0,0
0.9,65.4,6.11,6.04,3.97,0,0,0,1,0,0
0.91,62.5,6.16,6.19,3.86,1,0,0,0,0,0
1.51,62.6,7.26,7.35,4.57,0,0,0,0,0,1
0.3,61.8,4.33,4.34,2.68,0,0,1,0,0,0
0.5,61.3,5.06,5.12,3.12,1,0,0,0,0,0
0.57,61.3,5.34,5.39,3.29,0,0,0,1,0,0
1.2,63.6,6.71,6.74,4.28,0,1,0,0,0,0
0.3,60.2,4.36,4.38,2.63,1,0,0,0,0,0
0.7,59.0,5.76,5.83,3.42,0,0,1,0,0,0
0.33,59.6,4.49,4.53,2.69,1,0,0,0,0,0
1.51,65.1,7.13,7.09,4.63,0,0,0,0,0,1
1.17,62.2,6.73,6.71,4.18,0,1,0,0,0,0
0.66,59.0,5.66,5.72,3.35,0,0,1,0,0,0
1.05,58.6,6.73,6.66,3.92,0,0,0,0,0,0
0.9,59.8,6.23,6.28,3.74,0,0,1,0,0,0
0.91,58.3,6.35,6.47,3.74,0,0,0,1,0,0
0.51,63.3,5.05,5.08,3.21,0,0,1,0,0,0
1.36,62.0,7.08,7.11,4.4,0,0,0,0,1,0
0.79,62.6,5.96,5.9,3.71,0,0,0,1,0,0
0.34,61.6,4.49,4.54,2.78,0,0,0,1,0,0
0.41,61.2,4.76,4.78,2.92,1,0,0,0,0,0
0.31,62.3,4.3,4.33,2.69,0,1,0,0,0,0
0.5,60.0,5.1,5.06,3.05,0,0,1,0,0,0
1.53,61.3,7.48,7.4,4.56,0,0,1,0,0,0
0.34,61.3,4.51,4.53,2.77,0,0,1,0,0,0
0.56,62.3,5.33,5.26,3.3,0,0,0,0,0,0
0.3,62.7,4.22,4.27,2.66,0,0,1,0,0,0
1.02,61.7,6.48,6.45,3.99,0,0,0,0,1,0
0.9,61.0,6.11,6.16,3.74,0,0,0,1,0,0
0.3,61.9,4.3,4.33,2.67,0,1,0,0,0,0
0.25,62.1,4.03,4.06,2.51,1,0,0,0,0,0
0.33,61.5,4.46,4.42,2.73,0,0,1,0,0,0
0.27,60.8,4.25,4.23,2.58,1,0,0,0,0,0
0.91,64.3,6.05,6.09,3.9,0,0,0,0,1,0
1.72,62.8,7.55,7.62,4.76,0,0,1,0,0,0
0.4,62.2,4.74,4.76,2.96,0,1,0,0,0,0
0.35,61.2,4.55,4.58,2.79,0,0,1,0,0,0
0.3,62.3,4.3,4.27,2.67,0,1,0,0,0,0
2.46,63.0,8.6,8.52,5.44,0,0,1,0,0,0
1.28,60.3,6.99,7.03,4.23,0,0,1,0,0,0
0.78,63.7,5.82,5.85,3.72,0,0,1,0,0,0
1.52,61.0,7.39,7.33,4.49,1,0,0,0,0,0
0.7,65.8,5.54,5.49,3.63,0,0,0,1,0,0
0.31,62.4,4.31,4.34,2.7,0,0,1,0,0,0
0.32,61.6,4.4,4.37,2.7,0,0,1,0,0,0
1.51,62.3,7.29,7.34,4.56,0,0,0,0,0,0
0.71,62.0,5.69,5.65,3.52,0,0,1,0,0,0
1.2,62.9,6.8,6.72,4.25,0,1,0,0,0,0
0.4,63.8,4.68,4.72,3.0,1,0,0,0,0,0
0.76,62.6,5.86,5.9,3.68,0,0,1,0,0,0
0.42,60.2,4.89,4.85,2.93,0,0,0,0,0,0
0.5,62.7,5.06,5.09,3.18,0,1,0,0,0,0
0.56,61.2,5.29,5.33,3.25,0,0,1,0,0,0
0.54,60.1,5.29,5.31,3.18,0,0,1,0,0,0
1.4,59.9,7.31,7.34,4.39,0,0,1,0,0,0
0.41,59.9,4.87,4.91,2.93,0,0,0,0,1,0
0.4,62.3,4.71,4.7,2.93,0,0,1,0,0,0
0.74,60.0,5.94,5.89,3.55,1,0,0,0,0,0
1.05,61.9,6.48,6.5,4.02,0,1,0,0,0,0
0.3,60.0,4.33,4.3,2.59,0,0,1,0,0,0
0.33,61.0,4.47,4.52,2.74,0,0,0,0,0,0
1.24,62.3,6.86,6.89,4.28,0,0,1,0,0,0
0.7,62.7,5.66,5.7,3.56,0,1,0,0,0,0
2.03,61.7,8.14,8.1,5.01,0,0,0,0,0,0
0.31,62.2,4.31,4.34,2.69,0,0,1,0,0,0
0.3,62.6,4.28,4.31,2.69,0,0,0,1,0,0
1.01,62.4,6.45,6.35,3.99,0,0,0,0,0,1
1.51,61.5,7.39,7.36,4.54,0,1,0,0,0,0
0.54,62.4,5.2,5.22,3.25,0,0,1,0,0,0
0.39,61.1,4.7,4.72,2.88,0,0,1,0,0,0
0.31,62.5,4.35,4.29,2.7,0,0,0,0,1,0
0.72,63.7,5.74,5.65,3.63,0,0,1,0,0,0
1.52,61.9,7.37,7.33,4.55,0,1,0,0,0,0
0.7,62.4,5.63,5.66,3.52,0,0,1,0,0,0
0.3,63.7,4.22,4.2,2.68,0,0,0,1,0,0
0.38,61.9,4.66,4.7,2.9,1,0,0,0,0,0
1.62,62.6,7.48,7.53,4.7,0,1,0,0,0,0
0.53,62.6,5.28,5.1,3.25,0,0,0,1,0,0
1.56,60.5,7.54,7.49,4.55,0,1,0,0,0,0
0.32,60.8,4.45,4.48,2.71,0,0,1,0,0,0
0.93,62.5,6.22,6.19,3.88,0,1,0,0,0,0
0.75,61.7,5.9,5.86,3.63,1,0,0,0,0,0
0.3,60.5,4.33,4.36,2.63,0,0,1,0,0,0
0.43,61.1,4.84,4.88,2.97,0,0,1,0,0,0
1.21,62.2,6.8,6.86,4.25,0,0,0,1,0,0
2.0,58.0,8.21,8.26,4.78,0,0,0,1,0,0
0.37,60.9,4.65,4.68,2.84,1,0,0,0,0,0
0.41,62.3,4.77,4.74,2.96,1,0,0,0,0,0
0.52,62.9,5.11,5.13,3.22,0,0,0,0,0,0
1.5,61.8,7.36,7.33,4.54,0,0,0,0,0,1
0.42,61.6,4.83,4.85,2.98,1,0,0,0,0,0
0.54,61.6,5.23,5.26,3.23,0,1,0,0,0,0
1.22,60.4,6.95,6.98,4.21,0,0,0,1,0,0
0.33,61.0,4.49,4.52,2.75,0,0,0,1,0,0
0.91,61.9,6.23,6.17,3.84,1,0,0,0,0,0
0.24,62.0,3.95,3.98,2.46,0,1,0,0,0,0
0.24,62.2,3.97,4.01,2.48,1,0,0,0,0,0
0.75,61.5,5.88,5.9,3.62,0,1,0,0,0,0
0.3,62.1,4.27,4.29,2.66,1,0,0,0,0,0
1.06,61.2,6.64,6.49,4.02,0,1,0,0,0,0
0.4,62.2,4.72,4.76,2.95,0,0,0,1,0,0
0.76,61.7,5.87,5.9,3.63,0,0,0,0,0,0
0.91,62.1,6.18,6.15,3.83,1,0,0,0,0,0
0.33,62.4,4.41,4.37,2.74,0,1,0,0,0,0
1.5,60.5,7.27,7.32,4.41,0,0,0,0,0,1
1.01,61.4,6.44,6.5,3.97,0,0,1,0,0,0
0.44,61.1,4.86,4.9,2.98,0,0,1,0,0,0
1.83,62.0,7.89,7.81,4.87,1,0,0,0,0,0
0.84,62.0,6.07,6.09,3.77,0,0,1,0,0,0
0.34,61.8,4.46,4.44,2.75,0,0,0,1,0,0
0.57,63.1,5.3,5.28,3.34,0,0,0,1,0,0
0.9,62.7,6.1,6.14,3.84,0,0,1,0,0,0
0.55,61.2,5.22,5.27,3.21,1,0,0,0,0,0
0.32,60.5,4.49,4.45,2.7,0,0,0,0,0,0
0.39,61.2,4.7,4.75,2.89,0,1,0,0,0,0
0.9,62.6,6.13,6.2,3.86,1,0,0,0,0,0
1.02,62.2,6.42,6.44,4.0,1,0,0,0,0,0
0.83,58.0,6.19,6.25,3.61,1,0,0,0,0,0
0.34,61.3,4.51,4.49,2.76,0,0,1,0,0,0
1.14,61.8,6.62,6.74,4.13,0,0,0,0,0,0
0.71,62.9,5.65,5.7,3.57,0,0,0,0,0,0
1.37,58.3,7.35,7.3,4.27,0,0,1,0,0,0
0.5,59.0,5.19,5.22,3.07,1,0,0,0,0,0
0.71,62.1,5.72,5.75,3.56,0,0,0,1,0,0
0.54,63.8,5.18,5.17,3.3,1,0,0,0,0,0
1.08,62.6,6.56,6.51,4.09,0,0,0,0,1,0
0.44,62.2,4.79,4.86,3.0,1,0,0,0,0,0
0.72,61.5,5.76,5.79,3.55,0,0,1,0,0,0
1.01,61.7,6.45,6.51,4.0,0,0,0,0,1,0
